Price,Close,High,Low,Open,Volume,Daily_Change,Volume_Change
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2020-01-03,72.0091323852539,72.77176000550182,71.78397699623217,71.9413434276417,146322800,-0.009722021999273522,0.08002928836938783
2020-01-06,72.58290100097656,72.62163859417052,70.87606782262263,71.12785848416316,118387200,0.007967997901334956,-0.19091761502650306
2020-01-07,72.2415542602539,72.84923143823697,72.02123831231323,72.59260129853506,108872000,-0.0047028533720092636,-0.08037355389771872
2020-01-08,73.40364074707031,73.70627127642481,71.94375136900179,71.94375136900179,132079200,0.016086122436263395,0.21316040855316332
2020-01-09,74.96279907226562,75.15647966923257,74.13238261481911,74.3841659131879,170108400,0.021240885456455194,0.2879272436538076
2020-01-10,75.13227844238281,75.69880941545972,74.6287043855216,75.19765137920673,140644800,0.002260846342647893,-0.17320485055411727
2020-01-13,76.73743438720703,76.764069722162,75.33080794077236,75.44944416084779,121532000,0.021364398606055435,-0.1358941105536785
2020-01-14,75.70121765136719,76.88511195829709,75.57774940600967,76.67448226895164,161954400,-0.013503406050966338,0.3326070499950631
2020-01-15,75.37679290771484,76.38394823058523,74.94342390604251,75.5002685322302,121923600,-0.004285594785891633,-0.2471732784042916
2020-01-16,76.32099151611328,76.43236486391163,75.55836410557868,75.92152071901803,108829200,0.012526383412921671,-0.10739840359044517
2020-01-17,77.16593933105469,77.16835535095495,76.26288724448004,76.57035717765905,137816400,0.011070975339242173,0.26635498561047943
2020-01-21,76.64300537109375,77.23615682397768,76.50500406521856,76.79310894375465,110843200,-0.006776745860857858,-0.19571836153026778
2020-01-22,76.91658782958984,77.47100170840719,76.82216354627624,77.12963354237134,101832400,0.0035695685101524433,-0.08129321419807445
2020-01-23,77.28697967529297,77.3668708654258,76.42024190460197,76.96982354585232,104472000,0.004815500221145186,0.025921023171407098
2020-01-24,77.06426239013672,78.2796239983564,76.87299781703734,77.53394558679635,146537600,-0.0028816921827189423,0.40264951374530966
2020-01-27,74.79814910888672,75.48087782658413,73.81278253603423,75.06688141687968,161940000,-0.02940550147327481,0.10510885943266435
2020-01-28,76.91416931152344,77.08606141566885,75.5825947326495,75.68185845150586,162234000,0.028289740158627952,0.001815487217488032
2020-01-29,78.52416229248047,79.37395133976464,77.80753513570895,78.5507976259598,216229200,0.020932332694592493,0.3328229594289729
2020-01-30,78.41033935546875,78.46360261120107,77.17076619126824,77.60413507252484,126743200,-0.0014495275554518017,-0.41384789843369907
2020-01-31,74.9337387084961,78.12224966790679,74.63837103116171,77.69856694811635,199588400,-0.044338548660166954,0.5747464163757898
2020-02-03,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400,-0.0027462617272034917,-0.1292660294886877
2020-02-04,77.19499969482422,77.38626426505087,75.93121426303615,76.33794793595989,136616400,0.03301373328669599,-0.21389229660897968
2020-02-05,77.82447814941406,78.62584328517734,77.21921702642419,78.32562874403418,118826800,0.008154394158667921,-0.13021569884728335
2020-02-06,78.73478698730469,78.73721039613278,77.53637437960353,78.09563507421905,105425600,0.011696947535490443,-0.11277927201607718
2020-02-07,77.66455841064453,78.48238543817546,77.17192034743294,78.23242636976711,117684000,-0.013592830026106784,0.11627536385849346
2020-02-10,78.03343963623047,78.03343963623047,76.1648155367922,76.24489635857795,109348800,0.004749672606589872,-0.07082696033445501
2020-02-11,77.56265258789062,78.60374785280499,77.34424291008455,78.53094709552873,94323200,-0.006033144899603493,-0.137409829828951
2020-02-12,79.40457153320312,79.409422447038,78.01401820106558,78.01401820106558,113730400,0.02374749810452026,0.20575213733206676
2020-02-13,78.83911895751953,79.16673706133996,78.4702495744921,78.6740990287421,94747600,-0.0071211589555287835,-0.16691051820797254
2020-02-14,78.85858154296875,79.10854073569097,78.3489539192304,78.80761359640971,80113600,0.0002468645731532604,-0.1544524610649769
2020-02-18,77.41461944580078,77.59662873916865,76.34925482708518,76.53126412045305,152531200,-0.01831077948544102,0.9039364102973777
2020-02-19,78.5357666015625,78.76631458402886,77.65726992054226,77.65726992054226,93984000,0.014482369916533067,-0.3838375361893174
2020-02-20,77.73009490966797,78.78575023333428,77.22289659591061,78.29554123010857,100566000,-0.010258659547846105,0.07003319713993861
2020-02-21,75.97064971923828,77.76648004856685,75.35182129897947,77.32237337955563,129554000,-0.022635315092235264,0.2882485134140764
2020-02-24,72.3620376586914,73.8181119648714,70.19006459555902,72.13877707909086,222195200,-0.04750008159576202,0.7150778825817805
2020-02-25,69.91097259521484,73.41768758581995,69.4377529242665,73.03425797216033,230673600,-0.03387225046145681,0.038157439944697336
2020-02-26,71.02001953125,72.28923357582319,69.5275449173606,69.53482499231708,198054800,0.015863703434030985,-0.14140673228319145
2020-02-27,66.3775634765625,69.40620033933959,66.24166381662789,68.21707461192374,320605600,-0.06536827341542395,0.618772178205224
2020-02-28,66.33875274658203,67.56428659945458,62.21563736129434,62.431625307107254,426510000,-0.0005846965141191873,0.330326107840911
2020-03-02,72.5149154663086,73.15316245707646,67.39681595785085,68.50343166746465,341397200,0.09310037442699404,-0.19955639961548377
2020-03-03,70.2118911743164,73.77441717355254,69.35765634090362,73.69433636090781,319475600,-0.03175931844066204,-0.06421142294078563
2020-03-04,73.46865844726562,73.62882752036336,71.13651616592851,71.939783286025,219178400,0.046384839070401584,-0.3139432244590823
2020-03-05,71.08554077148438,72.69449642985231,70.71909308665877,71.71650028960082,187572800,-0.03243720146995477,-0.14420034090950573
2020-03-06,70.14151763916016,70.5759151634938,68.24862422437134,68.43548440571074,226176800,-0.013280100595406963,0.20580809157830982
2020-03-09,64.59388732910156,67.48661751740467,63.824591466108316,64.00660075736148,286744800,-0.07909196288848674,0.2677905072491962
2020-03-10,69.24601745605469,69.51296580827801,65.37043395043041,67.25605431560939,285290000,0.07202121314128118,-0.005073500896964789
2020-03-11,66.84107208251953,68.24618550081415,65.97470631539656,67.31672823268998,255598800,-0.034730450383827494,-0.10407374951803428
2020-03-12,60.24020767211914,65.52333058622261,60.18439253845632,62.11126440817364,418474000,-0.09875461605779168,0.6372299087476154
2020-03-13,67.45747375488281,67.93070070994933,61.38564487354782,64.2832360780183,370732000,0.11980812088242554,-0.11408594082308576
2020-03-16,58.779293060302734,62.873283657436204,58.242970742071286,58.71619413875295,322423600,-0.12864668970726045,-0.1303054497588555
2020-03-17,61.36381530761719,62.516536915107906,57.854675154192996,60.06548110830406,324056000,0.04396994439288249,0.005062904824584713
2020-03-18,59.86164093017578,60.66976261253334,57.54405525777932,58.18715696326524,300233600,-0.024479807357332573,-0.07351321993729476
2020-03-19,59.4029655456543,61.35895770048267,58.87635255804571,60.036357886139776,271857200,-0.007662258792011656,-0.09451440478347528
2020-03-20,55.63174819946289,61.11386719257989,55.330824836574074,59.98540735898822,401693200,-0.06348533800544065,0.4775889695031068
2020-03-23,54.44989013671875,55.45215566699075,51.59598621533572,55.35023092369006,336752800,-0.0212443092477822,-0.1616666650070253
2020-03-24,59.912593841552734,60.10916324280381,56.85969151927787,57.359609676283746,287531200,0.10032533933709753,-0.1461653770956025
2020-03-25,59.58255386352539,62.67185674280047,59.286485163699844,60.85176409780143,303602000,-0.0055086911927094695,0.05589236924549401
2020-03-26,62.71795654296875,62.77619712859048,59.7863940034163,59.82522352915571,252087200,0.05262283128422185,-0.16967872411907692
2020-03-27,60.121307373046875,62.09428547221415,59.95385824110164,61.33712804392787,204216800,-0.041402005311555135,-0.1898961946501052
2020-03-30,61.837039947509766,62.0093436795025,60.52414557218957,60.84933827038797,167976400,0.02853784539010329,-0.17746042441170362
2020-03-31,61.710838317871094,63.70080528173277,61.15510506386712,62.02875090311736,197002000,-0.002040874365037526,0.1727957022534119
2020-04-01,58.46379852294922,60.35912091217952,58.03183020107801,59.82037323829742,176218400,-0.052617009968272455,-0.10549943655394356
2020-04-02,59.43937683105469,59.49276651729852,57.490664392119754,58.32548090103607,165934000,0.016686878594152965,-0.05836166938299292
2020-04-03,58.585147857666016,59.62623930857482,57.99301040837071,58.92247157470053,129880000,-0.01437143218739756,-0.21727915918377183
2020-04-06,63.69594955444336,63.85126024414228,60.51928272574537,60.88815209400792,201820400,0.08723715623615313,0.5538989836772406
2020-04-07,62.95821762084961,65.93589399470639,62.853867417629125,65.71747694762487,202887200,-0.011582085497652939,0.005285887848800241
2020-04-08,64.56961059570312,64.88509036892265,63.395044991841544,63.76148528714011,168895200,0.02559464094993502,-0.1675413727430809
2020-04-09,65.03555297851562,65.54032952455171,64.2371442763535,65.20786042767898,161834800,0.007216125024045006,-0.04180343787153218
2020-04-13,66.31205749511719,66.42126604167221,64.51137549316124,65.1132222675946,131022800,0.019627795231067724,-0.1903916833709437
2020-04-14,69.66100311279297,69.95222087152594,67.47689214022147,67.95011914666873,194994800,0.05050281568962589,0.4882508998433861
2020-04-15,69.02517700195312,69.48626555936471,68.10299988712995,68.53253899378625,131154400,-0.00912743260114035,-0.3273953972105923
2020-04-16,69.57366180419922,69.94010956261418,68.52043554980419,69.74111095168836,157125200,0.00794615567926149,0.19801699371122883
2020-04-17,68.62963104248047,69.63675500516926,67.1881169210457,69.08829799292641,215250000,-0.0135687951048995,0.36992665721348317
2020-04-20,67.20511627197266,68.35784190926253,67.18570520408012,67.45265367496387,130015200,-0.0207565558617977,-0.39598048780487805
2020-04-21,65.12776184082031,67.28275253901889,64.41428499057956,67.04735361351801,180991600,-0.030910658985329187,0.3920803106098363
2020-04-22,67.0036849975586,67.4405043108994,66.05723821466911,66.39940914673265,116862400,0.028803740581831327,-0.354321416021517
