Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2020-04-01,58.463809967041016,60.3591327272743,58.031841560613465,59.82038494793416,176218400
2020-04-02,59.439369201660156,59.49275888105111,57.49065701285396,58.32547341461665,165934000
2020-04-03,58.58514404296875,59.62623542608821,57.99300663222972,58.92246773803886,129880000
2020-04-06,63.69596862792969,63.85127936413574,60.51930084799207,60.88817032671101,201820400
2020-04-07,62.958213806152344,65.93588999958892,62.85386360925453,65.7174729657415,202887200
2020-04-08,64.56961059570312,64.88509036892265,63.395044991841544,63.76148528714011,168895200
2020-04-09,65.03556060791016,65.54033721316215,64.2371518120858,65.20786807728709,161834800
2020-04-13,66.31204986572266,66.42125839971293,64.51136807094039,65.11321477612952,131022800
2020-04-14,69.66101837158203,69.95223619410436,67.47690692059525,67.9501340306998,194994800
2020-04-15,69.02518463134766,69.48627323972364,68.10300741459568,68.5325465687292,131154400
2020-04-16,69.57363891601562,69.94008655387744,68.52041300810855,69.74108800841772,157125200
2020-04-17,68.629638671875,69.63676274652339,67.18812439019051,69.08830567330986,215250000
2020-04-20,67.20510864257812,68.35783414900595,67.18569757688921,67.4526460174679,130015200
2020-04-21,65.12776947021484,67.28276042085989,64.41429253639382,67.0473614677832,180991600
2020-04-22,67.00367736816406,67.4404966317663,66.05723069304202,66.39940158614417,116862400
2020-04-23,66.7439956665039,68.3747986128888,66.7051661432597,66.94784510905522,124814400
2020-04-24,68.6708755493164,68.68058478279482,67.22208165212722,67.27062041354411,126161200
2020-04-27,68.71942901611328,69.05189812563647,67.93800218832392,68.38695250061332,117087600
2020-04-28,67.60552215576172,69.36494515545422,67.51331034369456,69.18293587962397,112004800
2020-04-29,69.82603454589844,70.29683242001799,68.89414803177873,69.0979975124322,137280800
2020-04-30,71.29911041259766,71.47626880633216,69.97651387628747,70.3672236384152,183064000
2020-05-01,70.15122985839844,72.56103087905444,69.36980307576957,69.46687320779041,240616800
2020-05-04,71.1437759399414,71.27239551263796,69.48385248239573,70.17548910786692,133568000
2020-05-05,72.21155548095703,73.04637175058454,71.45924917442386,71.60485804116813,147751200
2020-05-06,72.95660400390625,73.58999276968885,72.5294865058915,72.91534530676655,142333600
2020-05-07,73.71131896972656,74.05835557711725,73.28177979492443,73.58512855265982,115215200
2020-05-08,75.46578979492188,75.51932400836401,74.04470854157813,74.37321360469922,133838400
2020-05-11,76.65325927734375,77.14965926401848,74.7625342106639,74.97180698726206,145946400
2020-05-12,75.7772445678711,77.79206581684177,75.65557660011677,77.3394571152635,162301200
2020-05-13,74.86231231689453,76.88200539450654,73.78189997803335,75.95732422038697,200622400
2020-05-14,75.32221984863281,75.38305384243762,73.37309631079928,74.0982401903213,158929200
2020-05-15,74.87692260742188,74.92315704405203,73.05190250683913,73.08597311320905,166348400
2020-05-18,76.64108276367188,77.0158221767727,75.51200790514008,76.20551679383226,135178400
2020-05-19,76.19822692871094,77.50736817025115,76.16659206539425,76.65812803670754,101729600
2020-05-20,77.68013000488281,77.75069207639052,77.02068430144911,77.05961894056877,111504800
2020-05-21,77.10100555419922,78.08408497746194,76.86253362412333,77.54144307709652,102688800
2020-05-22,77.597412109375,77.68014544919457,76.73600068439247,76.83819763463005,81803200
2020-05-26,77.07179260253906,78.89924040659268,77.01582266467501,78.71917419280368,125522000
2020-05-27,77.40758514404297,77.5535881797336,76.18604151167783,76.9282205155957,112945200
2020-05-28,77.44165802001953,78.70457206303743,76.80411908559893,77.0815181781685,133560800
2020-05-29,77.36624145507812,78.14734786532948,77.00853727030466,77.68501099224073,153532400
2020-06-01,78.31768035888672,78.43934833911615,77.18859793786604,77.32000143580059,80791200
2020-06-02,78.68022918701172,78.70456426226943,77.60711697454131,78.04999009575558,87642800
2020-06-03,79.1133804321289,79.37618740858451,78.42717129207927,79.00144797787304,104491200
2020-06-04,78.43204498291016,79.23505064541881,78.05730554159499,78.93575218035002,87560400
2020-06-05,80.66585540771484,80.72668938615203,78.65347007438078,78.68266919586698,137250400
2020-06-08,81.1427993774414,81.17686997307266,79.64872058754821,80.36169309987528,95654400
2020-06-09,83.70514678955078,84.09934991444446,80.78998631354557,80.82162118115251,147712400
2020-06-10,85.85865020751953,86.32828677869298,84.2161326502249,84.65657009743241,166651600
2020-06-11,81.73653411865234,85.42550756039871,81.63433719073035,84.99966970000351,201662400
2020-06-12,82.44221496582031,84.63223846471662,81.32773960827684,83.88276702365586,200146000
2020-06-15,83.46178436279297,84.11635857805393,80.92865655848254,81.09169489143076,138808800
2020-06-16,85.67371368408203,85.94625617218522,83.88276474697345,85.52284659086101,165428800
2020-06-17,85.55448150634766,86.48159083556952,85.43281353741015,86.42075685110076,114406400
2020-06-18,85.58856201171875,86.00710017036369,84.97778636060843,85.51069272033729,96820400
2020-06-19,85.09943389892578,86.76385061570909,83.98738701900047,86.29664983171162,264476000
2020-06-22,87.32598876953125,87.46955611781256,85.44743456028412,85.49366899417434,135445200
2020-06-23,89.18994140625,90.61345845352159,88.15332769754528,88.57430163969642,212155600
2020-06-24,87.61553955078125,89.73986501886358,87.24080011710065,88.81761971025675,192623200
2020-06-25,88.77867889404297,88.81761353356403,87.00962937456471,87.77127201576967,137522400
2020-06-26,86.05089569091797,88.8954936232834,85.90245689556569,88.67405701121628,205256800
2020-06-29,88.03409576416016,88.12900036647599,85.47906782275209,85.95844002880014,130646000
2020-06-30,88.7689437866211,89.05608582615886,87.60093429970102,87.62039790653964,140223200
2020-07-01,88.6010513305664,89.39189318717276,88.55238859500506,88.84682302233178,110737200
2020-07-02,88.6010513305664,90.14867187148857,88.48669056028642,89.51113285524976,114041600
2020-07-06,90.97116088867188,91.44079756476127,90.00268097997908,90.03431584668381,118655600
2020-07-07,90.68888092041016,92.1318614031436,90.57694845637647,91.35075503882443,112424400
2020-07-08,92.80103302001953,92.83266788269125,91.58191749535032,91.66952230167387,117092000
2020-07-09,93.20010375976562,93.75003795219516,92.14889068283713,93.6965037466287,125642800
2020-07-10,93.36312866210938,93.42153433551938,92.18051959638903,92.79372347201921,90257200
2020-07-13,92.93241882324219,97.29056588797718,92.71828203302502,94.67226910472262,191649200
2020-07-14,94.47032165527344,94.66255171537146,91.37508797222462,92.31192546978035,170989200
2020-07-15,95.1200180053711,96.60193299733245,93.91793786080713,96.35129727473847,153198000
2020-07-16,93.9495620727539,94.80853755147119,93.34852206859607,93.98849671008664,110577600
2020-07-17,93.75977325439453,94.55791486444917,93.2852651867788,94.40218371971898,92186800
2020-07-20,95.73566436767578,95.87436764626261,93.50184205095535,93.8473823794661,90318000
2020-07-21,94.41434478759766,96.60436824916565,94.16370906625916,96.52893470179353,103433200
2020-07-22,94.6795883178711,95.36336177523553,94.02744972364847,94.11504710524962,89001600
2020-07-23,90.37010955810547,94.48978555792418,89.55736834691913,94.41191626887031,197004400
2020-07-24,90.14624786376953,90.49178823352345,86.76874316858824,88.56213563459892,185438800
2020-07-27,92.28271484375,92.37518368443884,90.98817335217583,91.21203824708473,121214000
2020-07-28,90.76673889160156,92.02965297999799,90.76186742027873,91.852015075252,103625600
2020-07-29,92.50660705566406,92.69154477680748,91.21449359583792,91.25099250763601,90329200
2020-07-30,93.62594604492188,93.73057872513968,91.26802000602063,91.67682263526055,158130000
2020-07-31,103.42752838134766,103.57839550277167,98.13739905674298,100.14249260806086,374336800
2020-08-03,106.03363800048828,108.66166323525441,105.01649553295304,105.31579399255398,308151200
2020-08-04,106.74176025390625,107.83677214724625,105.49830955349178,106.22345343622803,173071600
2020-08-05,107.12864685058594,107.44985207142959,105.9947004868368,106.46190875588427,121776800
2020-08-06,110.86630249023438,111.36270996964782,106.87072984975072,107.46203450000841,202428800
2020-08-07,108.34567260742188,110.8443633796673,107.5460918578799,110.38606573552487,198045600
2020-08-10,109.92044830322266,110.94186486752692,107.26086549559103,109.79612082851325,212403600
2020-08-11,106.65141296386719,109.6815301798731,106.39057229413092,109.18179510632157,187902400
2020-08-12,110.19590759277344,110.45430815645663,107.55095084699191,107.74596761374468,165598000
2020-08-13,112.14610290527344,113.15289349736156,111.09055440270924,111.58054387716682,210082000
2020-08-14,112.0461654663086,112.13636091412904,110.23004099312963,111.97059590519345,165565200
2020-08-17,111.75362396240234,113.19677333095444,111.12468856587184,113.17239437524739,119561600
2020-08-18,112.68484497070312,113.11145065744996,111.16856617508924,111.50497642122994,105633600
2020-08-19,112.82623291015625,114.2450033462818,112.73116465257537,113.09438654850844,145538000
2020-08-20,115.3298110961914,115.44438550181255,112.85061914452253,112.86768515883944,126907200
2020-08-21,121.27304077148438,121.7581500452213,116.28053222340992,116.29271798267843,338054800
2020-08-24,122.72349548339844,125.57810257788931,120.85130757212758,125.4927725055599,345937600
2020-08-25,121.71670532226562,122.0628686712799,119.98834358364527,121.59238528346616,211495600
2020-08-26,123.3719482421875,123.83024591014328,121.96780346196795,123.03797806314277,163022400
2020-08-27,121.8970947265625,124.31046260347257,120.74891061178384,123.97649247764066,155552400
2020-08-28,121.69965362548828,123.29393490492009,121.47537761438699,122.87464209761984,187630000
2020-08-31,125.82675170898438,127.73795204194512,122.86245768919913,124.40311569012621,225702700
2020-09-01,130.83876037597656,131.44333179825284,127.27965542096419,129.4541217539587,151948100
2020-09-02,128.12796020507812,134.54411128513743,123.83753197784804,134.16382339626398,200119000
2020-09-03,117.86992645263672,125.63171109830371,117.49939163024852,123.74977777668435,257599600
2020-09-04,117.94795227050781,120.61972095191703,108.12870745933931,117.08011491662583,332607200
2020-09-08,110.01065063476562,116.02700868136228,109.87413739256252,111.11250964380896,231366600
2020-09-09,114.39859771728516,116.1732773411802,112.38989645051765,114.34009416642051,176940500
2020-09-10,110.66394805908203,117.49939194752987,109.69860244063993,117.36287872631232,182274400
2020-09-11,109.21106719970703,112.3606396431834,107.26086957114084,111.71707085483806,180860300
2020-09-14,112.48738861083984,113.04319458206483,109.99113827543115,111.86332602698766,140150100
2020-09-15,112.66291809082031,115.87099408811736,110.78097707840637,115.38344468012839,184642000
2020-09-16,109.33782958984375,113.11146475601348,109.250074265693,112.36064192709577,154679000
2020-09-17,107.59239196777344,109.40607622888594,106.00298369138476,106.9878355070113,178011000
2020-09-18,104.1795425415039,108.1189422202142,103.44821850945301,107.65089900577279,287104900
2020-09-21,107.33885955810547,107.44612100314026,100.53266781044476,101.93681222587327,195713800
2020-09-22,109.02579498291016,110.0496517037046,106.44178910174857,109.87413362126594,183055400
2020-09-23,104.45258331298828,109.31832411053182,104.11129279067556,108.84052779447258,150718700
2020-09-24,105.52519226074219,107.5046416144481,102.38537296614106,102.55113797500798,167743300
2020-09-25,109.48408508300781,109.64010445196426,104.98887930687886,105.72995643059598,149981400
2020-09-28,112.09736633300781,112.44840252490124,109.97165047739273,112.14612425276515,137672400
2020-09-29,111.24900817871094,112.43862979442277,110.74196012319106,111.69756013169471,99382200
2020-09-30,112.92617797851562,114.34007555606303,110.79071688597794,110.95648187938991,142675200
2020-10-01,113.88180541992188,114.78864772632018,112.94571133580338,114.71063802612335,116120400
2020-10-02,110.2056655883789,112.49715377159485,109.42559099443217,110.07890541970863,144712000
2020-10-05,113.5989990234375,113.74526531692963,110.72246082221426,111.07349695083026,106243800
2020-10-06,110.34217834472656,113.22846975785129,109.45483490950848,112.81892262806667,161498200
2020-10-07,112.2143783569336,112.67267601047055,111.28802997824441,111.76583377501191,96849000
2020-10-08,112.10710906982422,113.5015006370164,111.73656676842208,113.35523433064257,83477200
2020-10-09,114.05730438232422,114.0865561551348,112.05834892691767,112.40938507947115,100506900
2020-10-12,121.30228424072266,122.06286006446172,116.30977603444282,117.07035185818188,240226800
2020-10-13,118.08446502685547,122.26763983658118,116.67057472065251,122.15062530057422,262330500
2020-10-14,118.17221069335938,119.96638868276364,116.64130607261743,117.98693956467062,150712000
2020-10-15,117.70416259765625,118.18195887523946,115.20791231870913,115.7637182773626,112559200
2020-10-16,116.05624389648438,118.52324985437662,115.85147406239771,118.25996903954183,115393800
2020-10-19,113.09195709228516,117.42139051387834,112.7799257876711,116.97284597845898,120639300
2020-10-20,114.5838623046875,116.01725873391653,112.75067179572477,113.3064778152816,124423700
2020-10-21,113.95980834960938,115.75398671105492,113.55026116761503,113.76478411070397,89946000
2020-10-22,112.86769104003906,115.10066828250254,111.73657281161336,114.52535609682704,101988000
2020-10-23,112.17537689208984,113.64777829500613,111.43429965467703,113.49175890211328,82572600
2020-10-26,112.18510437011719,113.647752367436,110.06913461337588,111.17100086591333,111850700
2020-10-27,113.6965103149414,114.35957774824622,111.68780931378838,112.61415013058482,92276800
2020-10-28,108.43097686767578,112.5556478095225,108.33346848159846,112.18511296666344,143937800
2020-10-29,112.4483871459961,114.01829672297495,109.40607637880336,109.57184881965813,146129200
2020-10-30,106.14926147460938,109.20131819888869,105.0376493800456,108.2944759702273,190272600
2020-11-02,106.06148529052734,107.9239274305086,104.64759511176818,106.39302272628981,122866900
2020-11-03,107.68990325927734,108.71375243491438,106.02248536802898,106.92932746040049,107624400
2020-11-04,112.08760833740234,112.71167099792935,109.55235284908468,111.29778066004462,138235500
2020-11-05,116.06599426269531,116.64130635027131,113.95978499014568,115.01288590671425,126387100
2020-11-06,115.93415069580078,116.4323036892573,113.43358602193297,115.5727390073877,114457900
2020-11-09,113.61917114257812,119.1575178931427,113.35544353875275,117.70211621905518,154515300
2020-11-10,113.27729797363281,114.85967848302198,111.48001699164712,112.86705172692065,138023400
2020-11-11,116.71556091308594,116.85230965844065,113.73638330100388,114.46896905922455,112295000
2020-11-12,116.44206237792969,117.7314130027431,115.81692313270185,116.84254616591035,103162300
2020-11-13,116.49091339111328,116.89138975772552,115.13318828954677,116.66673428315598,81581900
2020-11-16,117.50675201416016,118.18072580642377,115.40667146783778,116.15878952513835,91183000
2020-11-17,116.61788940429688,117.86816796066498,116.19787325311871,116.7741779499669,74271000
2020-11-18,115.28946685791016,117.03790584258053,115.26016461858715,115.85600165898173,76322100
2020-11-19,115.88529968261719,116.29554592271136,114.09778862645973,114.85967663013399,74113000
2020-11-20,114.61548614501953,116.0122833606363,114.566651563308,115.88530450548863,73604300
2020-11-23,111.20651245117188,114.88898089812312,111.10883584417593,114.45919488464406,127959300
2020-11-24,112.49586486816406,113.1600762396807,109.97576812456435,111.26512618596215,113874200
2020-11-25,113.33589935302734,114.03918287230827,112.49586708858041,112.86704864167184,76499200
2020-11-27,113.88288879394531,114.76199315028312,113.52148460740729,113.86335645369218,46691300
2020-11-30,116.28579711914062,118.16121511006692,114.09780201081131,114.25409056951283,169410200
2020-12-01,119.87056732177734,120.60315308283555,117.22349166609008,118.20027268083436,127728200
2020-12-02,120.22222137451172,120.50548879201791,118.08306834880034,119.1868283254981,89004200
2020-12-03,120.0854721069336,120.90596466265619,119.37241861729504,120.65199948730223,78967600
2020-12-04,119.41149139404297,120.00732847079844,118.69843790059431,119.75336329408746,78260400
2020-12-07,120.87666320800781,121.67762342572043,119.41149153275923,119.47009601504965,86712000
2020-12-08,121.49201202392578,122.0780865564266,120.23196370264463,121.48224958003209,82225500
2020-12-09,118.95238494873047,123.02555979189044,118.19049698695923,121.638532607525,115089200
2020-12-10,120.37847900390625,120.99385575555011,117.36022952540422,117.70210135840246,81312200
2020-12-11,119.5677719116211,119.90964378868306,117.75095856237984,119.58730425363264,86939800
2020-12-14,118.95238494873047,120.48593076857054,118.71795960331949,119.75334504344477,79184500
2020-12-15,124.91075134277344,124.9302911359923,121.24782260023406,121.45294571554655,157243700
2020-12-16,124.8423843383789,125.3893793448256,123.62140801881179,124.45167787791586,98208600
2020-12-17,125.7116928100586,126.57126473020375,125.06701386994972,125.9070459997753,94359800
2020-12-18,123.71908569335938,126.10243373072133,123.19162305629168,125.96568498617573,192541500
2020-12-21,125.25260925292969,125.33075351260746,120.58359779476139,122.11714349276538,121251600
2020-12-22,128.81790161132812,131.2891567050616,126.63966893622124,128.5541665300668,168904800
2020-12-23,127.91925811767578,129.35511260798816,127.74342977111927,129.0913924448983,88223700
2020-12-24,128.90579223632812,130.36120131987872,128.0559975194573,128.27089053594116,54930100
2020-12-28,133.51617431640625,134.15107589543584,130.4100035201796,130.87886905079404,124486200
2020-12-29,131.7384796142578,135.56746024422537,131.22078675513583,134.84465167348836,121047300
2020-12-30,130.61514282226562,132.83243963312395,130.30256578086988,132.43195588802078,96452100
2020-12-31,129.60910034179688,131.61150479087055,128.66162138156932,130.96682561915932,99116600
2021-01-04,126.40524291992188,130.50772046788387,123.81677157197642,130.419813747916,143301900
2021-01-05,127.96807861328125,128.68113950331986,125.4479817429498,125.89730757907694,97664900
2021-01-06,123.66047668457031,128.00715673158123,123.44558366599814,124.75447411900687,155088000
2021-01-07,127.88017272949219,128.5736938299987,124.89122511401924,125.37961563692647,109578200
2021-01-08,128.98394775390625,129.5504825827211,127.20619899060827,129.3551144383391,105158200
2021-01-11,125.98519897460938,127.14757065492435,125.51634830594666,126.19032952592721,100384500
2021-01-12,125.80940246582031,126.67873700583286,123.91444484041192,125.51636516935064,91951100
2021-01-13,127.8508529663086,128.39784789227025,125.50658473947469,125.77030485446012,88636800
2021-01-14,125.91685485839844,127.95832377513628,125.77032875107238,127.76297053653161,90221800
2021-01-15,124.18794250488281,127.19642993721087,124.05119375361772,125.78986283591505,111598500
2021-01-19,124.86192321777344,125.72149530988855,123.9925886807919,124.81308118444944,90757300
2021-01-20,128.96441650390625,129.41374239946222,125.56522221027927,125.67266873501019,104319500
2021-01-21,133.6920166015625,136.42700650318062,130.48817597250854,130.69330654954064,120150900
2021-01-22,135.84095764160156,136.60284572356557,131.88499112094416,133.11572996769436,114459400
2021-01-25,139.6015625,141.72117584234562,133.3696938895246,139.74808861764467,157611700
2021-01-26,139.83596801757812,140.94949773337214,138.08752172506703,140.26575403148016,98390600
2021-01-27,138.7615203857422,140.94951541070097,137.14983753597352,140.09970572045313,140843800
2021-01-28,133.9069366455078,138.69317366531473,133.52599255799961,136.2805228095965,142621100
2021-01-29,128.8960418701172,133.56505438488097,127.18667492713263,132.67617999744974,177523800
2021-02-01,131.02542114257812,132.23663511827664,127.88994713431293,130.64447709526527,106239800
2021-02-02,131.85569763183594,133.14504104670476,131.48451601180642,132.57850617042217,83305400
2021-02-03,130.83006286621094,132.61757406703313,130.5077233148007,132.60779671715912,89880900
2021-02-04,134.19992065429688,134.209683097199,131.46493128791656,133.13523310274124,84183100
2021-02-05,133.78419494628906,134.42983740127244,132.9037842725981,134.3613683130723,75693800
2021-02-08,133.930908203125,133.97982321266207,131.9842042669653,133.07005180092128,71297200
2021-02-09,133.0504913330078,134.87981130485002,132.89398418993693,133.6472186633411,76774200
2021-02-10,132.4440155029297,134.0092066849529,131.47555177979126,133.5102943457137,73046600
2021-02-11,132.18966674804688,133.42224462079582,130.85925883741726,132.94290131800943,64280000
2021-02-12,132.42440795898438,132.58093001697634,130.78097113036387,131.42661342450694,60145100
2021-02-16,130.29185485839844,133.05048531230534,129.90054970151292,132.5418109985024,80576300
2021-02-17,127.99299621582031,129.34297301716086,126.65281137358724,128.39407844328628,97918500
2021-02-18,126.88761901855469,127.17130227893666,124.63766222365031,126.38870666417387,96856700
